Date,Close,Change %
2009-06-05,940.09,-35.40%
2009-06-08,939.14,-35.46%
2009-06-09,942.43,-35.24%
2009-06-10,939.15,-35.46%
2009-06-11,944.89,-35.07%
2009-06-12,946.21,-34.98%
2009-06-15,923.72,-36.52%
2009-06-16,911.97,-37.33%
2009-06-17,910.71,-37.42%
2009-06-18,918.37,-36.89%
2009-06-19,921.23,-36.69%
2009-06-22,893.04,-38.63%
2009-06-23,895.1,-38.49%
2009-06-24,900.94,-38.09%
2009-06-25,920.26,-36.76%
2009-06-26,918.9,-36.85%
2009-06-29,927.23,-36.28%
2009-06-30,919.32,-36.82%
2009-07-01,923.33,-36.55%
2009-07-02,896.42,-38.40%
2009-07-06,898.72,-38.24%
2009-07-07,881.03,-39.46%
2009-07-08,879.56,-39.56%
2009-07-09,882.68,-39.34%
2009-07-10,879.13,-39.59%
2009-07-13,901.05,-38.08%
2009-07-14,905.84,-37.75%
2009-07-15,932.68,-35.91%
2009-07-16,940.74,-35.35%
2009-07-17,940.38,-35.38%
2009-07-20,951.13,-34.64%
2009-07-21,954.58,-34.40%
2009-07-22,954.07,-34.44%
2009-07-23,976.29,-32.91%
2009-07-24,979.26,-32.70%
2009-07-27,982.18,-32.50%
2009-07-28,979.62,-32.68%
2009-07-29,975.15,-32.99%
2009-07-30,986.75,-32.19%
2009-07-31,987.48,-32.14%
2009-08-03,1002.63,-31.10%
2009-08-04,1005.65,-30.89%
2009-08-05,1002.72,-31.09%
2009-08-06,997.08,-31.48%
2009-08-07,1010.48,-30.56%
2009-08-10,1007.1,-30.79%
2009-08-11,994.35,-31.67%
2009-08-12,1005.81,-30.88%
2009-08-13,1012.73,-30.40%
2009-08-14,1004.09,-31.00%
2009-08-17,979.73,-32.67%
2009-08-18,989.67,-31.99%
2009-08-19,996.46,-31.52%
2009-08-20,1007.37,-30.77%
2009-08-21,1026.13,-29.48%
2009-08-24,1025.57,-29.52%
2009-08-25,1028,-29.36%
2009-08-26,1028.12,-29.35%
2009-08-27,1030.98,-29.15%
2009-08-28,1028.93,-29.29%
2009-08-31,1020.62,-29.86%
2009-09-01,998.04,-31.41%
2009-09-02,994.75,-31.64%
2009-09-03,1003.24,-31.06%
2009-09-04,1016.4,-30.15%
2009-09-08,1025.39,-29.53%
2009-09-09,1033.37,-28.99%
2009-09-10,1044.14,-28.25%
2009-09-11,1042.73,-28.34%
2009-09-14,1049.34,-27.89%
2009-09-15,1052.63,-27.66%
2009-09-16,1068.76,-26.55%
2009-09-17,1065.49,-26.78%
2009-09-18,1068.3,-26.59%
2009-09-21,1064.66,-26.84%
2009-09-22,1071.66,-26.35%
2009-09-23,1060.87,-27.10%
2009-09-24,1050.78,-27.79%
2009-09-25,1044.38,-28.23%
2009-09-28,1062.98,-26.95%
2009-09-29,1060.61,-27.11%
2009-09-30,1057.08,-27.36%
2009-10-01,1029.85,-29.23%
2009-10-02,1025.21,-29.55%
2009-10-05,1040.46,-28.50%
2009-10-06,1054.72,-27.52%
2009-10-07,1057.58,-27.32%
2009-10-08,1065.48,-26.78%
2009-10-09,1071.49,-26.37%
2009-10-12,1076.19,-26.04%
2009-10-13,1073.19,-26.25%
2009-10-14,1092.02,-24.96%
2009-10-15,1096.56,-24.64%
2009-10-16,1087.68,-25.25%
2009-10-19,1097.91,-24.55%
2009-10-20,1091.06,-25.02%
2009-10-21,1081.4,-25.69%
2009-10-22,1092.91,-24.89%
2009-10-23,1079.6,-25.81%
2009-10-26,1066.95,-26.68%
2009-10-27,1063.41,-26.92%
2009-10-28,1042.63,-28.35%
2009-10-29,1066.11,-26.74%
2009-10-30,1036.19,-28.79%
2009-11-02,1042.88,-28.33%
2009-11-03,1045.41,-28.16%
2009-11-04,1046.5,-28.08%
2009-11-05,1066.63,-26.70%
2009-11-06,1069.3,-26.52%
2009-11-09,1093.08,-24.88%
2009-11-10,1093.01,-24.89%
2009-11-11,1098.51,-24.51%
2009-11-12,1087.24,-25.28%
2009-11-13,1093.48,-24.86%
2009-11-16,1109.3,-23.77%
2009-11-17,1110.32,-23.70%
2009-11-18,1109.8,-23.73%
2009-11-19,1094.9,-24.76%
2009-11-20,1091.38,-25.00%
2009-11-23,1106.24,-23.98%
2009-11-24,1105.65,-24.02%
2009-11-25,1110.63,-23.68%
2009-11-27,1091.49,-24.99%
2009-11-30,1095.63,-24.71%
2009-12-01,1108.86,-23.80%
2009-12-02,1109.24,-23.77%
2009-12-03,1099.92,-24.41%
2009-12-04,1105.98,-24.00%
2009-12-07,1103.25,-24.18%
2009-12-08,1091.94,-24.96%
2009-12-09,1095.95,-24.69%
2009-12-10,1102.35,-24.25%
2009-12-11,1106.41,-23.97%
2009-12-14,1114.11,-23.44%
2009-12-15,1107.93,-23.86%
2009-12-16,1109.18,-23.78%
2009-12-17,1096.08,-24.68%
2009-12-18,1102.47,-24.24%
2009-12-21,1114.05,-23.44%
2009-12-22,1118.02,-23.17%
2009-12-23,1120.59,-22.99%
2009-12-24,1126.48,-22.59%
2009-12-28,1127.78,-22.50%
2009-12-29,1126.2,-22.61%
2009-12-30,1126.42,-22.59%
2009-12-31,1115.1,-23.37%
2010-01-04,1132.99,-22.14%
2010-01-05,1136.52,-21.90%
2010-01-06,1135.71,-21.95%
2010-01-07,1141.69,-21.54%
2010-01-08,1144.98,-21.32%
2010-01-11,1146.98,-21.18%
2010-01-12,1136.22,-21.92%
2010-01-13,1145.68,-21.27%
2010-01-14,1144.89,-21.32%
2010-01-15,1136.03,-21.93%
2010-01-19,1150.23,-20.96%
2010-01-20,1138.04,-21.79%
2010-01-21,1116.48,-23.27%
2010-01-22,1115.49,-23.34%
2010-01-25,1096.78,-24.63%
2010-01-26,1092.17,-24.95%
2010-01-27,1097.5,-24.58%
2010-01-28,1084.53,-25.47%
2010-01-29,1073.87,-26.20%
2010-02-01,1089.19,-25.15%
2010-02-02,1103.32,-24.18%
2010-02-03,1097.28,-24.59%
2010-02-04,1063.11,-26.94%
2010-02-05,1066.19,-26.73%
2010-02-08,1056.74,-27.38%
2010-02-09,1070.52,-26.43%
2010-02-10,1068.13,-26.60%
2010-02-11,1078.47,-25.89%
2010-02-12,1075.51,-26.09%
2010-02-16,1094.87,-24.76%
2010-02-17,1099.51,-24.44%
2010-02-18,1106.75,-23.94%
2010-02-19,1109.17,-23.78%
2010-02-22,1108.01,-23.86%
2010-02-23,1094.6,-24.78%
2010-02-24,1105.24,-24.05%
2010-02-25,1102.94,-24.21%
2010-02-26,1104.49,-24.10%
2010-03-01,1115.71,-23.33%
2010-03-02,1118.31,-23.15%
2010-03-03,1118.79,-23.12%
2010-03-04,1122.97,-22.83%
2010-03-05,1138.7,-21.75%
2010-03-08,1138.5,-21.76%
2010-03-09,1140.45,-21.63%
2010-03-10,1145.61,-21.27%
2010-03-11,1150.24,-20.95%
2010-03-12,1149.99,-20.97%
2010-03-15,1150.51,-20.94%
2010-03-16,1159.46,-20.32%
2010-03-17,1160.74,-20.23%
2010-03-18,1165.83,-19.88%
2010-03-19,1159.9,-20.29%
2010-03-22,1165.81,-19.88%
2010-03-23,1166.47,-19.84%
2010-03-24,1167.72,-19.75%
2010-03-25,1165.73,-19.89%
2010-03-26,1166.59,-19.83%
2010-03-29,1173.22,-19.38%
2010-03-30,1173.27,-19.37%
2010-03-31,1169.43,-19.64%
2010-04-01,1178.1,-19.04%
2010-04-05,1187.44,-18.40%
2010-04-06,1189.44,-18.26%
2010-04-07,1182.45,-18.74%
2010-04-08,1186.44,-18.47%
2010-04-09,1194.37,-17.92%
2010-04-12,1196.48,-17.78%
2010-04-13,1197.3,-17.72%
2010-04-14,1210.65,-16.80%
2010-04-15,1211.67,-16.73%
2010-04-16,1192.13,-18.08%
2010-04-19,1197.52,-17.71%
2010-04-20,1207.17,-17.04%
2010-04-21,1205.94,-17.13%
2010-04-22,1208.67,-16.94%
2010-04-23,1217.28,-16.35%
2010-04-26,1212.05,-16.71%
2010-04-27,1183.71,-18.65%
2010-04-28,1191.36,-18.13%
2010-04-29,1206.78,-17.07%
2010-04-30,1186.69,-18.45%
2010-05-03,1202.26,-17.38%
2010-05-04,1173.6,-19.35%
2010-05-05,1165.87,-19.88%
2010-05-06,1128.15,-22.47%
2010-05-07,1110.88,-23.66%
2010-05-10,1159.73,-20.30%
2010-05-11,1155.79,-20.57%
2010-05-12,1171.67,-19.48%
2010-05-13,1157.44,-20.46%
2010-05-14,1135.68,-21.96%
2010-05-17,1136.94,-21.87%
2010-05-18,1120.8,-22.98%
2010-05-19,1115.05,-23.37%
2010-05-20,1071.59,-26.36%
2010-05-21,1087.69,-25.25%
2010-05-24,1073.65,-26.22%
2010-05-25,1074.03,-26.19%
2010-05-26,1067.95,-26.61%
2010-05-27,1103.06,-24.20%
2010-05-28,1089.41,-25.14%
2010-06-01,1070.71,-26.42%
2010-06-02,1098.38,-24.52%
2010-06-03,1102.83,-24.21%
2010-06-04,1064.88,-26.82%
2010-06-07,1050.47,-27.81%
2010-06-08,1062,-27.02%
2010-06-09,1055.69,-27.45%
2010-06-10,1086.84,-25.31%
2010-06-11,1091.6,-24.98%
2010-06-14,1089.63,-25.12%
2010-06-15,1115.23,-23.36%
2010-06-16,1114.61,-23.40%
2010-06-17,1116.04,-23.31%
2010-06-18,1117.51,-23.20%
2010-06-21,1113.2,-23.50%
2010-06-22,1095.31,-24.73%
2010-06-23,1092.04,-24.95%
2010-06-24,1073.69,-26.22%
2010-06-25,1076.76,-26.00%
2010-06-28,1074.57,-26.16%
2010-06-29,1041.24,-28.45%
2010-06-30,1030.71,-29.17%
2010-07-01,1027.37,-29.40%
2010-07-02,1022.58,-29.73%
2010-07-06,1028.06,-29.35%
2010-07-07,1060.27,-27.14%
2010-07-08,1070.25,-26.45%
2010-07-09,1077.96,-25.92%
2010-07-12,1078.75,-25.87%
2010-07-13,1095.34,-24.73%
2010-07-14,1095.17,-24.74%
2010-07-15,1096.48,-24.65%
2010-07-16,1064.88,-26.82%
2010-07-19,1071.25,-26.38%
2010-07-20,1083.48,-25.54%
2010-07-21,1069.59,-26.50%
2010-07-22,1093.67,-24.84%
2010-07-23,1102.66,-24.22%
2010-07-26,1115.01,-23.38%
2010-07-27,1113.84,-23.46%
2010-07-28,1106.13,-23.99%
2010-07-29,1101.53,-24.30%
2010-07-30,1101.6,-24.30%
2010-08-02,1125.86,-22.63%
2010-08-03,1120.46,-23.00%
2010-08-04,1127.24,-22.54%
2010-08-05,1125.81,-22.63%
2010-08-06,1121.64,-22.92%
2010-08-09,1127.79,-22.50%
2010-08-10,1121.06,-22.96%
2010-08-11,1089.47,-25.13%
2010-08-12,1083.61,-25.53%
2010-08-13,1079.25,-25.83%
2010-08-16,1079.38,-25.82%
2010-08-17,1092.54,-24.92%
2010-08-18,1094.16,-24.81%
2010-08-19,1075.63,-26.08%
2010-08-20,1071.69,-26.35%
2010-08-23,1067.36,-26.65%
2010-08-24,1051.87,-27.71%
2010-08-25,1055.33,-27.48%
2010-08-26,1047.22,-28.03%
2010-08-27,1064.59,-26.84%
2010-08-30,1048.92,-27.92%
2010-08-31,1049.33,-27.89%
2010-09-01,1080.29,-25.76%
2010-09-02,1090.1,-25.09%
2010-09-03,1104.51,-24.10%
2010-09-07,1091.84,-24.97%
2010-09-08,1098.87,-24.49%
2010-09-09,1104.18,-24.12%
2010-09-10,1109.55,-23.75%
2010-09-13,1121.9,-22.90%
2010-09-14,1121.1,-22.96%
2010-09-15,1125.07,-22.68%
2010-09-16,1124.66,-22.71%
2010-09-17,1125.59,-22.65%
2010-09-20,1142.71,-21.47%
2010-09-21,1139.78,-21.67%
2010-09-22,1134.28,-22.05%
2010-09-23,1124.83,-22.70%
2010-09-24,1148.67,-21.06%
2010-09-27,1142.16,-21.51%
2010-09-28,1147.7,-21.13%
2010-09-29,1144.73,-21.33%
2010-09-30,1141.2,-21.58%
2010-10-01,1146.24,-21.23%
2010-10-04,1137.03,-21.86%
2010-10-05,1160.75,-20.23%
2010-10-06,1157.18,-20.48%
2010-10-07,1158.06,-20.42%
2010-10-08,1165.15,-19.93%
2010-10-11,1165.32,-19.92%
2010-10-12,1169.77,-19.61%
2010-10-13,1178.1,-19.04%
2010-10-14,1173.81,-19.34%
2010-10-15,1176.19,-19.17%
2010-10-18,1184.71,-18.59%
2010-10-19,1165.9,-19.88%
2010-10-20,1178.17,-19.04%
2010-10-21,1180.26,-18.89%
2010-10-22,1183.08,-18.70%
2010-10-25,1185.62,-18.52%
2010-10-26,1185.64,-18.52%
2010-10-27,1182.45,-18.74%
2010-10-28,1183.78,-18.65%
2010-10-29,1183.26,-18.69%
2010-11-01,1184.38,-18.61%
2010-11-02,1193.57,-17.98%
2010-11-03,1197.96,-17.68%
2010-11-04,1221.06,-16.09%
2010-11-05,1225.85,-15.76%
2010-11-08,1223.25,-15.94%
2010-11-09,1213.4,-16.61%
2010-11-10,1218.71,-16.25%
2010-11-11,1213.54,-16.60%
2010-11-12,1199.21,-17.59%
2010-11-15,1197.75,-17.69%
2010-11-16,1178.34,-19.02%
2010-11-17,1178.59,-19.01%
2010-11-18,1196.69,-17.76%
2010-11-19,1199.73,-17.55%
2010-11-22,1197.84,-17.68%
2010-11-23,1180.73,-18.86%
2010-11-24,1198.35,-17.65%
2010-11-26,1189.4,-18.26%
2010-11-29,1187.76,-18.38%
2010-11-30,1180.55,-18.87%
2010-12-01,1206.07,-17.12%
2010-12-02,1221.53,-16.06%
2010-12-03,1224.71,-15.84%
2010-12-06,1223.12,-15.95%
2010-12-07,1223.75,-15.90%
2010-12-08,1228.28,-15.59%
2010-12-09,1233,-15.27%
2010-12-10,1240.4,-14.76%
2010-12-13,1240.46,-14.75%
2010-12-14,1241.59,-14.68%
2010-12-15,1235.23,-15.11%
2010-12-16,1242.87,-14.59%
2010-12-17,1243.91,-14.52%
2010-12-20,1247.08,-14.30%
2010-12-21,1254.6,-13.78%
2010-12-22,1258.84,-13.49%
2010-12-23,1256.77,-13.63%
2010-12-27,1257.54,-13.58%
2010-12-28,1258.51,-13.51%
2010-12-29,1259.78,-13.43%
2010-12-30,1257.88,-13.56%
2010-12-31,1257.64,-13.57%
2011-01-03,1271.89,-12.60%
2011-01-04,1270.2,-12.71%
2011-01-05,1276.56,-12.27%
2011-01-06,1273.85,-12.46%
2011-01-07,1271.5,-12.62%
2011-01-10,1269.75,-12.74%
2011-01-11,1274.48,-12.42%
2011-01-12,1285.96,-11.63%
2011-01-13,1283.76,-11.78%
2011-01-14,1293.24,-11.13%
2011-01-18,1295.02,-11.01%
2011-01-19,1281.92,-11.91%
2011-01-20,1280.26,-12.02%
2011-01-21,1283.35,-11.81%
2011-01-24,1290.84,-11.29%
2011-01-25,1291.18,-11.27%
2011-01-26,1296.63,-10.89%
2011-01-27,1299.54,-10.69%
2011-01-28,1276.34,-12.29%
2011-01-31,1286.12,-11.62%
2011-02-01,1307.59,-10.14%
2011-02-02,1304.03,-10.39%
2011-02-03,1307.1,-10.18%
2011-02-04,1310.87,-9.92%
2011-02-07,1319.05,-9.35%
2011-02-08,1324.57,-8.97%
2011-02-09,1320.88,-9.23%
2011-02-10,1321.87,-9.16%
2011-02-11,1329.15,-8.66%
2011-02-14,1332.32,-8.44%
2011-02-15,1328.01,-8.74%
2011-02-16,1336.32,-8.17%
2011-02-17,1340.43,-7.88%
2011-02-18,1343.01,-7.71%
2011-02-22,1315.44,-9.60%
2011-02-23,1307.4,-10.15%
2011-02-24,1306.1,-10.24%
2011-02-25,1319.88,-9.30%
2011-02-28,1327.22,-8.79%
2011-03-01,1306.33,-10.23%
2011-03-02,1308.44,-10.08%
2011-03-03,1330.97,-8.54%
2011-03-04,1321.15,-9.21%
2011-03-07,1310.13,-9.97%
2011-03-08,1321.82,-9.16%
2011-03-09,1320.02,-9.29%
2011-03-10,1295.11,-11.00%
2011-03-11,1304.28,-10.37%
2011-03-14,1296.39,-10.91%
2011-03-15,1281.87,-11.91%
2011-03-16,1256.88,-13.63%
2011-03-17,1273.72,-12.47%
2011-03-18,1279.2,-12.09%
2011-03-21,1298.38,-10.77%
2011-03-22,1293.77,-11.09%
2011-03-23,1297.54,-10.83%
2011-03-24,1309.66,-10.00%
2011-03-25,1313.8,-9.72%
2011-03-28,1310.19,-9.96%
2011-03-29,1319.44,-9.33%
2011-03-30,1328.26,-8.72%
2011-03-31,1325.83,-8.89%
2011-04-01,1332.41,-8.44%
2011-04-04,1332.87,-8.40%
2011-04-05,1332.63,-8.42%
2011-04-06,1335.54,-8.22%
2011-04-07,1333.51,-8.36%
2011-04-08,1328.17,-8.73%
2011-04-11,1324.46,-8.98%
2011-04-12,1314.16,-9.69%
2011-04-13,1314.41,-9.67%
2011-04-14,1314.52,-9.67%
2011-04-15,1319.68,-9.31%
2011-04-18,1305.14,-10.31%
2011-04-19,1312.62,-9.80%
2011-04-20,1330.36,-8.58%
2011-04-21,1337.38,-8.09%
2011-04-25,1335.25,-8.24%
2011-04-26,1347.24,-7.42%
2011-04-27,1355.66,-6.84%
2011-04-28,1360.48,-6.51%
2011-04-29,1363.61,-6.29%
2011-05-02,1361.22,-6.46%
2011-05-03,1356.62,-6.77%
2011-05-04,1347.32,-7.41%
2011-05-05,1335.1,-8.25%
2011-05-06,1340.2,-7.90%
2011-05-09,1346.29,-7.48%
2011-05-10,1357.16,-6.74%
2011-05-11,1342.08,-7.77%
2011-05-12,1348.65,-7.32%
2011-05-13,1337.77,-8.07%
2011-05-16,1329.47,-8.64%
2011-05-17,1328.98,-8.67%
2011-05-18,1340.68,-7.87%
2011-05-19,1343.6,-7.67%
2011-05-20,1333.27,-8.38%
2011-05-23,1317.37,-9.47%
2011-05-24,1316.28,-9.54%
2011-05-25,1320.47,-9.26%
2011-05-26,1325.69,-8.90%
2011-05-27,1331.1,-8.53%
2011-05-31,1345.2,-7.56%
2011-06-01,1314.55,-9.66%
2011-06-02,1312.94,-9.77%
2011-06-03,1300.16,-10.65%
2011-06-06,1286.17,-11.61%
2011-06-07,1284.94,-11.70%
2011-06-08,1279.56,-12.07%
2011-06-09,1289,-11.42%
2011-06-10,1270.98,-12.66%
2011-06-13,1271.83,-12.60%
2011-06-14,1287.87,-11.50%
2011-06-15,1265.42,-13.04%
2011-06-16,1267.64,-12.89%
2011-06-17,1271.5,-12.62%
2011-06-20,1278.36,-12.15%
2011-06-21,1295.52,-10.97%
2011-06-22,1287.14,-11.55%
2011-06-23,1283.5,-11.80%
2011-06-24,1268.45,-12.83%
2011-06-27,1280.1,-12.03%
2011-06-28,1296.67,-10.89%
2011-06-29,1307.41,-10.15%
2011-06-30,1320.64,-9.24%
2011-07-01,1339.67,-7.94%
2011-07-05,1337.88,-8.06%
2011-07-06,1339.22,-7.97%
2011-07-07,1353.22,-7.01%
2011-07-08,1343.8,-7.65%
2011-07-11,1319.49,-9.32%
2011-07-12,1313.64,-9.73%
2011-07-13,1317.72,-9.45%
2011-07-14,1308.87,-10.05%
2011-07-15,1316.14,-9.55%
2011-07-18,1305.44,-10.29%
2011-07-19,1326.73,-8.83%
2011-07-20,1325.84,-8.89%
2011-07-21,1343.8,-7.65%
2011-07-22,1345.02,-7.57%
2011-07-25,1337.43,-8.09%
2011-07-26,1331.94,-8.47%
2011-07-27,1304.89,-10.33%
2011-07-28,1300.67,-10.62%
2011-07-29,1292.28,-11.19%
2011-08-01,1286.94,-11.56%
2011-08-02,1254.05,-13.82%
2011-08-03,1260.34,-13.39%
2011-08-04,1200.07,-17.53%
2011-08-05,1199.38,-17.58%
2011-08-08,1119.46,-23.07%
2011-08-09,1172.53,-19.42%
2011-08-10,1120.76,-22.98%
2011-08-11,1172.64,-19.42%
2011-08-12,1178.81,-18.99%
2011-08-15,1204.49,-17.23%
2011-08-16,1192.76,-18.03%
2011-08-17,1193.88,-17.96%
2011-08-18,1140.65,-21.61%
2011-08-19,1123.53,-22.79%
2011-08-22,1123.82,-22.77%
2011-08-23,1162.35,-20.12%
2011-08-24,1177.6,-19.07%
2011-08-25,1159.27,-20.33%
2011-08-26,1176.8,-19.13%
2011-08-29,1210.08,-16.84%
2011-08-30,1212.92,-16.65%
2011-08-31,1218.89,-16.24%
2011-09-01,1204.42,-17.23%
2011-09-02,1173.97,-19.32%
2011-09-06,1165.24,-19.92%
2011-09-07,1198.62,-17.63%
2011-09-08,1185.9,-18.50%
2011-09-09,1154.23,-20.68%
2011-09-12,1162.27,-20.13%
2011-09-13,1172.87,-19.40%
2011-09-14,1188.68,-18.31%
2011-09-15,1209.11,-16.91%
2011-09-16,1216.01,-16.44%
2011-09-19,1204.09,-17.25%
2011-09-20,1202.09,-17.39%
2011-09-21,1166.76,-19.82%
2011-09-22,1129.56,-22.38%
2011-09-23,1136.43,-21.90%
2011-09-26,1162.95,-20.08%
2011-09-27,1175.38,-19.23%
2011-09-28,1151.06,-20.90%
2011-09-29,1160.4,-20.26%
2011-09-30,1131.42,-22.25%
2011-10-03,1099.23,-24.46%
2011-10-04,1123.95,-22.76%
2011-10-05,1144.04,-21.38%
2011-10-06,1164.97,-19.94%
2011-10-07,1155.46,-20.60%
2011-10-10,1194.89,-17.89%
2011-10-11,1195.54,-17.84%
2011-10-12,1207.25,-17.04%
2011-10-13,1203.66,-17.28%
2011-10-14,1224.58,-15.85%
2011-10-17,1200.86,-17.48%
2011-10-18,1225.38,-15.79%
2011-10-19,1209.88,-16.86%
2011-10-20,1215.39,-16.48%
2011-10-21,1238.25,-14.91%
2011-10-24,1254.19,-13.81%
2011-10-25,1229.05,-15.54%
2011-10-26,1242,-14.65%
2011-10-27,1284.59,-11.72%
2011-10-28,1285.08,-11.69%
2011-10-31,1253.3,-13.87%
2011-11-01,1218.28,-16.28%
2011-11-02,1237.9,-14.93%
2011-11-03,1261.15,-13.33%
2011-11-04,1253.23,-13.88%
2011-11-07,1261.12,-13.34%
2011-11-08,1275.92,-12.32%
2011-11-09,1229.1,-15.54%
2011-11-10,1239.7,-14.81%
2011-11-11,1263.85,-13.15%
2011-11-14,1251.78,-13.98%
2011-11-15,1257.81,-13.56%
2011-11-16,1236.91,-15.00%
2011-11-17,1216.13,-16.43%
2011-11-18,1215.65,-16.46%
2011-11-21,1192.98,-18.02%
2011-11-22,1188.04,-18.36%
2011-11-23,1161.79,-20.16%
2011-11-25,1158.67,-20.38%
2011-11-28,1192.55,-18.05%
2011-11-29,1195.19,-17.87%
2011-11-30,1246.96,-14.31%
2011-12-01,1244.58,-14.47%
2011-12-02,1244.28,-14.49%
2011-12-05,1257.08,-13.61%
2011-12-06,1258.47,-13.52%
2011-12-07,1261.01,-13.34%
2011-12-08,1234.35,-15.17%
2011-12-09,1255.19,-13.74%
2011-12-12,1236.47,-15.03%
2011-12-13,1225.73,-15.77%
2011-12-14,1211.82,-16.72%
2011-12-15,1215.75,-16.45%
2011-12-16,1219.66,-16.18%
2011-12-19,1205.35,-17.17%
2011-12-20,1241.3,-14.70%
2011-12-21,1243.72,-14.53%
2011-12-22,1254,-13.82%
2011-12-23,1265.33,-13.05%
2011-12-27,1265.43,-13.04%
2011-12-28,1249.64,-14.12%
2011-12-29,1263.02,-13.20%
2011-12-30,1257.6,-13.58%
2012-01-03,1277.06,-12.24%
2012-01-04,1277.3,-12.22%
2012-01-05,1281.06,-11.96%
2012-01-06,1277.81,-12.19%
2012-01-09,1280.7,-11.99%
2012-01-10,1292.08,-11.21%
2012-01-11,1292.48,-11.18%
2012-01-12,1295.5,-10.97%
2012-01-13,1289.09,-11.41%
2012-01-17,1293.67,-11.10%
2012-01-18,1308.04,-10.11%
2012-01-19,1314.5,-9.67%
2012-01-20,1315.38,-9.61%
2012-01-23,1316,-9.56%
2012-01-24,1314.63,-9.66%
2012-01-25,1326.06,-8.87%
2012-01-26,1318.45,-9.40%
2012-01-27,1316.32,-9.54%
2012-01-30,1313.02,-9.77%
2012-01-31,1312.4,-9.81%
2012-02-01,1324.08,-9.01%
2012-02-02,1325.54,-8.91%
2012-02-03,1344.9,-7.58%
2012-02-06,1344.33,-7.62%
2012-02-07,1347.05,-7.43%
2012-02-08,1349.96,-7.23%
2012-02-09,1351.95,-7.09%
2012-02-10,1342.64,-7.73%
2012-02-13,1351.77,-7.11%
2012-02-14,1350.5,-7.19%
2012-02-15,1343.23,-7.69%
2012-02-16,1358.04,-6.67%
2012-02-17,1361.23,-6.46%
2012-02-21,1362.21,-6.39%
2012-02-22,1357.66,-6.70%
2012-02-23,1363.46,-6.30%
2012-02-24,1365.74,-6.15%
2012-02-27,1367.59,-6.02%
2012-02-28,1372.18,-5.70%
2012-02-29,1365.68,-6.15%
2012-03-01,1374.09,-5.57%
2012-03-02,1369.63,-5.88%
2012-03-05,1364.33,-6.24%
2012-03-06,1343.36,-7.68%
2012-03-07,1352.63,-7.05%
2012-03-08,1365.91,-6.13%
2012-03-09,1370.87,-5.79%
2012-03-12,1371.09,-5.78%
2012-03-13,1395.96,-4.07%
2012-03-14,1394.28,-4.18%
2012-03-15,1402.6,-3.61%
2012-03-16,1404.17,-3.50%
2012-03-19,1409.75,-3.12%
2012-03-20,1405.52,-3.41%
2012-03-21,1402.89,-3.59%
2012-03-22,1392.78,-4.29%
2012-03-23,1397.11,-3.99%
2012-03-26,1416.51,-2.66%
2012-03-27,1412.52,-2.93%
2012-03-28,1405.54,-3.41%
2012-03-29,1403.28,-3.57%
2012-03-30,1408.47,-3.21%
2012-04-02,1418.9,-2.49%
2012-04-03,1413.31,-2.88%
2012-04-04,1398.96,-3.86%
2012-04-05,1398.08,-3.92%
2012-04-09,1382.2,-5.01%
2012-04-10,1358.59,-6.64%
2012-04-11,1368.71,-5.94%
2012-04-12,1387.57,-4.65%
2012-04-13,1370.26,-5.84%
2012-04-16,1369.57,-5.88%
2012-04-17,1390.78,-4.42%
2012-04-18,1385.14,-4.81%
2012-04-19,1376.92,-5.38%
2012-04-20,1378.53,-5.27%
2012-04-23,1366.94,-6.06%
2012-04-24,1371.97,-5.72%
2012-04-25,1390.69,-4.43%
2012-04-26,1399.98,-3.79%
2012-04-27,1403.36,-3.56%
2012-04-30,1397.91,-3.93%
2012-05-01,1405.82,-3.39%
2012-05-02,1402.31,-3.63%
2012-05-03,1391.57,-4.37%
2012-05-04,1369.1,-5.91%
2012-05-07,1369.58,-5.88%
2012-05-08,1363.72,-6.28%
2012-05-09,1354.58,-6.91%
2012-05-10,1357.99,-6.68%
2012-05-11,1353.39,-6.99%
2012-05-14,1338.35,-8.03%
2012-05-15,1330.66,-8.56%
2012-05-16,1324.8,-8.96%
2012-05-17,1304.86,-10.33%
2012-05-18,1295.22,-10.99%
2012-05-21,1315.99,-9.56%
2012-05-22,1316.63,-9.52%
2012-05-23,1318.86,-9.37%
2012-05-24,1320.68,-9.24%
2012-05-25,1317.82,-9.44%
2012-05-29,1332.42,-8.44%
2012-05-30,1313.32,-9.75%
2012-05-31,1310.33,-9.95%
2012-06-01,1278.04,-12.17%
2012-06-04,1278.18,-12.16%
2012-06-05,1285.5,-11.66%
2012-06-06,1315.13,-9.62%
2012-06-07,1314.99,-9.63%
2012-06-08,1325.66,-8.90%
2012-06-11,1308.93,-10.05%
2012-06-12,1324.18,-9.00%
2012-06-13,1314.88,-9.64%
2012-06-14,1329.1,-8.66%
2012-06-15,1342.84,-7.72%
2012-06-18,1344.78,-7.59%
2012-06-19,1357.98,-6.68%
2012-06-20,1355.69,-6.84%
2012-06-21,1325.51,-8.91%
2012-06-22,1335.02,-8.26%
2012-06-25,1313.72,-9.72%
2012-06-26,1319.99,-9.29%
2012-06-27,1331.85,-8.47%
2012-06-28,1329.04,-8.67%
2012-06-29,1362.16,-6.39%
2012-07-02,1365.51,-6.16%
2012-07-03,1374.02,-5.58%
2012-07-04,1374.02,-5.58%
2012-07-05,1367.58,-6.02%
2012-07-06,1354.68,-6.91%
